system:index,district,group,ndvi_growing_season,year,.geo
12_13,Goranboy,comparison,0.4032524696234021,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14,Tartar,comparison,0.5385000890145322,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15,Dashkasan,comparison,0.6176214060902523,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16,Gadabay,comparison,0.6175862262173796,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_17,Tovuz,comparison,0.41736303689770926,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_18,Gazakh,comparison,0.4449313534834073,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,Shusha,treated,0.6307678343738644,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1,Kalbajar,treated,0.6290382204124377,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2,Aghdam,treated,0.42744774066897356,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3,Lachin,treated,0.59030889175524,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4,Khojavand,treated,0.5475523842209759,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5,Fuzuli,treated,0.3835568115097498,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_6,Jabrayil,treated,0.3335084102961016,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
